"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://github.com/bgoonz/full-stack-react-redux","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/Project-Showcase","text/html; charset=utf-8","200","OK","2","5"
"https://github.com/bgoonz/norwex-coff-ecom","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/Image-Archive-Traning-Data","text/html; charset=utf-8","301","Moved Permanently","2","3"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=Common-npm-Readme-Compilation","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://links4242.netlify.app/","text/html;charset=UTF-8","200","OK","2","3"
"https://github.com/bgoonz/bash-config-backup","text/html; charset=utf-8","404","Not Found","2","3"
"https://hub.com/bgoonz/Shell-Script-Practice","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/web-dev-notes-resource-site","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/react-redux-registration-login-example","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/TetrisJS","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/React_Notes_V3","","0","Connection Timeout","2","3"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=Front-End-Frameworks-Practice","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github.com/bgoonz/fast-fourier-transform-","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/Authentication-Notes","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/learning-nextjs","text/html; charset=utf-8","200","OK","2","3"
"https://disqus.com/recommendations/?base=default&f=webdevhub-1&t_u=https%3A%2F%2Fbgoonz-blog.netlify.app%2Fdocs%2Fprojects%2F&t_d=Projects&t_t=Projects","text/html; charset=utf-8","200","OK","2","0"
"https://github.com/bgoonz/Lambda-Resource-Static-Assets","text/html; charset=utf-8","200","OK","2","6"
"https://github.com/bgoonz/convert-folder-contents-2-website","text/html; charset=utf-8","301","Moved Permanently","2","4"
"https://github.com/bgoonz/blog-2.o-versions","text/html; charset=utf-8","200","OK","2","3"
"https://useful-resource-repo3-0.vercel.app/","text/html; charset=utf-8","404","Not Found","2","0"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=commercejs-nextjs-demo-store","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github.com/bgoonz/blog-w-comments","text/html; charset=utf-8","200","OK","2","4"
"https://bgoonzbookmarks.netlify.app/","","404","Not Found","2","0"
"https://github.com/bgoonz/gitbook","text/html; charset=utf-8","200","OK","2","3"
"https://mihirbeg28.netlify.app/","text/html; charset=UTF-8","200","OK","2","1"
"https://github.com/bgoonz/iframe-showcase","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/promises-with-async-and-await","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/Javascript-Best-Practices_--Tools","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/sorting-algos","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/Regex-and-Express-JS","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/old-c-and-cpp-repos-from-undergrad","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/bgoonz","text/html; charset=utf-8","200","OK","2","5"
"https://github.com/bgoonz/mini-project-showcase","text/html; charset=utf-8","301","Moved Permanently","2","6"
"https://hub.com/bgoonz/Recursion-Practice-Website","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/react-redux-medium-clone","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/bootstrap-sidebar-template","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/psql-practice","text/html; charset=utf-8","200","OK","2","3"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=jsanimate","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github.com/bgoonz/MihirBegMusicV3","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/Copy-2-Clipboard-jQuery","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/Triggered-Guitar-Effects-Platform","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/supertemp","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/web-dev-utils-package","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/resume-cv-portfolio-samples","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/DS-ALGO-OFFICIAL","text/html; charset=utf-8","200","OK","2","14"
"https://github.com/bgoonz/express-API-template","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/Binary-Search","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/markdown-css","text/html; charset=utf-8","301","Moved Permanently","2","3"
"https://hub.com/bgoonz/TexTools","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/meditation-app","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/Mihir_Beg_Final","text/html; charset=utf-8","200","OK","2","5"
"https://github.com/bgoonz/commercejs-nextjs-demo-store","text/html; charset=utf-8","200","OK","2","5"
"https://hub.com/bgoonz/Revamped-Automatic-Guitar-Effect-Triggering","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/GoalsTracker","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/GIT-CDN-FILES","text/html; charset=utf-8","200","OK","2","5"
"https://github.com/bgoonz/Comments","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/Connect-Four-Final-Version","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/bash-commands-walkthrough","text/html; charset=utf-8","200","OK","2","11"
"https://github.com/bgoonz/Lambda","text/html; charset=utf-8","200","OK","2","7"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=Javascript-Best-Practices_--Tools","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=convert-folder-contents-2-website","image/svg+xml; charset=utf-8","200","OK","2","0"
